id,name,category,price
765,Crimson Upgrade,RPG,15.88
766,Solar Token,Strategy,19.38
767,Mystic Pack,Racing,9.94
768,Mystic Token,RPG,21.86
769,Quantum Token,Adventure,99.57
770,Void Crate,Casual,11.79
771,Solar Pack,Shooter,33.06
772,Epic Pack,Strategy,34.1
773,Neon Gem,Puzzle,21.31
774,Void Bundle,Puzzle,29.4
775,Azure Gem,Casual,30.41
776,Crimson Gem,Shooter,19.31
777,Neon Bundle,Adventure,24.48
778,Azure Crate,Casual,46.26
779,Legendary Bundle,Casual,35.5
780,Azure Pass,Strategy,14.52
781,Void Chest,Strategy,30.06
782,Quantum Bundle,Puzzle,15.38
783,Void Booster,Racing,18.06
784,Quantum Pass,Puzzle,94.07
785,Epic Gem,Casual,61.73
786,Azure Gem,Adventure,46.64
787,Void Pass,Sports,14.79
788,Void Booster,RPG,26.71
789,Shadow Booster,Strategy,18.93
790,Epic Upgrade,Simulation,49.28
791,Mystic Crate,Sports,23.5
792,Legendary Chest,Puzzle,24.53
793,Void Crate,Adventure,67.46
794,Mystic Chest,Strategy,20.56
795,Epic Pass,Simulation,7.71
796,Epic Token,Simulation,31.39
797,Void Crate,Puzzle,37.43
798,Azure Chest,Strategy,38.99
799,Neon Crate,Adventure,30.86
800,Void Booster,RPG,52.16
801,Neon Bundle,Sports,38.78
802,Neon Crate,Adventure,34.19
803,Legendary Gem,Puzzle,19.05
804,Shadow Pass,Strategy,5.35
805,Azure Crate,Adventure,21.1
806,Legendary Crate,Sports,98.91
807,Solar Crate,Adventure,21.41
808,Neon Pass,Casual,30.58
809,Neon Crate,Puzzle,16.27
810,Void Skin,Shooter,41.21
811,Epic Skin,Adventure,23.41
812,Legendary Pass,Puzzle,37.87
813,Neon Gem,Racing,34.69
814,Mystic Pack,Sports,21.11
815,Mystic Upgrade,Sports,34.84
816,Azure Pass,Puzzle,41.13
817,Quantum Gem,Racing,7.27
818,Quantum Skin,Simulation,23.52
819,Solar Pack,Adventure,48.31
820,Mystic Gem,Puzzle,22.97
821,Shadow Pass,Adventure,132.88
822,Crimson Pass,Puzzle,15.31
823,Void Upgrade,Simulation,35.84
824,Legendary Bundle,RPG,23.86
825,Shadow Pass,Puzzle,9.08
826,Shadow Bundle,Adventure,35.85
827,Shadow Gem,Strategy,31.33
828,Neon Crate,Puzzle,22.31
829,Solar Booster,Sports,50.24
830,Crimson Gem,Racing,10.19
831,Azure Skin,Sports,17.51
832,Solar Crate,RPG,18.3
833,Shadow Upgrade,Adventure,23.42
834,Quantum Pass,Simulation,46.6
835,Legendary Bundle,Simulation,28.58
836,Azure Upgrade,Sports,60.84
837,Shadow Gem,RPG,10.42
838,Void Token,Adventure,12.72
839,Legendary Pack,Adventure,8.3
840,Crimson Pass,Racing,44.73
841,Azure Pack,Casual,6.45
842,Shadow Upgrade,RPG,11.1
843,Quantum Pass,Racing,22.54
844,Void Gem,Sports,5.49
845,Void Chest,Adventure,26.85
846,Solar Pack,Puzzle,50.51
847,Void Pack,Racing,18.4
848,Shadow Crate,Sports,33.07
849,Epic Upgrade,Sports,71.69
850,Quantum Pass,Sports,31.01
851,Legendary Crate,RPG,49.85
852,Void Chest,Strategy,18.48
853,Void Gem,Casual,19.09
854,Solar Booster,Shooter,31.28
855,Epic Upgrade,Simulation,31.98
856,Azure Skin,Adventure,36.41
857,Solar Bundle,Sports,45.23
858,Crimson Chest,Simulation,47.1
859,Quantum Pass,Puzzle,64.4
860,Azure Gem,Shooter,73.2
861,Solar Pass,Strategy,21.27
862,Epic Bundle,Casual,27.48
863,Legendary Token,Shooter,29.4
864,Epic Token,Casual,45.38
865,Neon Bundle,Strategy,25.42
866,Azure Token,Adventure,14.97
867,Solar Bundle,Sports,31.36
868,Quantum Crate,Racing,94.0
869,Shadow Token,Puzzle,11.46
870,Quantum Bundle,Simulation,24.8
871,Legendary Chest,Strategy,34.55
872,Shadow Chest,Simulation,14.39
873,Mystic Bundle,Simulation,53.63
874,Solar Pass,Shooter,14.5
875,Legendary Token,Casual,31.45
876,Epic Gem,Adventure,17.06
877,Solar Booster,Simulation,34.25
878,Neon Crate,Simulation,22.18
879,Quantum Crate,Shooter,17.73
880,Legendary Gem,RPG,46.11
881,Shadow Gem,Casual,44.46
882,Azure Pass,Strategy,19.75
883,Solar Crate,Strategy,72.82
884,Solar Upgrade,Casual,26.46
885,Shadow Booster,Adventure,46.66
886,Mystic Token,Sports,16.22
887,Shadow Chest,Shooter,17.24
888,Crimson Pack,Puzzle,16.05
889,Quantum Crate,Racing,31.3
890,Crimson Gem,Casual,16.83
891,Solar Chest,Adventure,24.9
892,Epic Crate,Racing,11.39
893,Quantum Pass,Shooter,24.83
894,Mystic Crate,RPG,35.96
895,Crimson Booster,Simulation,10.76
896,Crimson Chest,Puzzle,77.85
897,Shadow Upgrade,Sports,17.99
898,Solar Gem,Casual,33.54
899,Shadow Token,Shooter,6.6
900,Void Booster,Strategy,28.22
901,Epic Upgrade,Casual,22.52
902,Mystic Skin,RPG,49.15
903,Epic Skin,Shooter,30.25
904,Neon Upgrade,Racing,21.22
905,Crimson Gem,RPG,51.19
906,Void Pack,Sports,26.94
907,Mystic Pass,Shooter,32.27
908,Shadow Pack,RPG,22.87
909,Mystic Upgrade,Casual,28.32
910,Epic Skin,Puzzle,26.02
911,Neon Bundle,Simulation,36.78
912,Solar Booster,Shooter,9.8
913,Void Gem,Racing,32.12
914,Shadow Gem,Puzzle,16.43
915,Crimson Chest,Shooter,30.85
916,Mystic Gem,Casual,6.47
917,Azure Gem,Puzzle,15.99
918,Azure Booster,Shooter,23.51
919,Legendary Upgrade,Casual,20.07
920,Void Bundle,RPG,8.59
921,Azure Chest,Sports,25.39
922,Azure Gem,Casual,18.89
923,Epic Bundle,Racing,14.98
924,Crimson Chest,Simulation,36.41
925,Solar Gem,Racing,4.9
926,Crimson Bundle,Puzzle,15.45
927,Epic Bundle,Puzzle,50.99
928,Legendary Gem,Sports,13.57
929,Neon Skin,Shooter,15.34
930,Crimson Skin,Puzzle,41.01
931,Azure Upgrade,RPG,24.35
932,Epic Crate,Shooter,28.99
933,Legendary Booster,Adventure,29.09
934,Void Crate,Sports,49.75
935,Solar Chest,Simulation,26.49
936,Mystic Bundle,Sports,31.05
937,Void Bundle,Simulation,46.33
938,Shadow Crate,Simulation,56.22
939,Void Crate,Strategy,30.66
940,Mystic Bundle,Strategy,12.46
941,Neon Token,Adventure,62.69
942,Mystic Pack,Casual,16.4
943,Void Booster,Adventure,51.04
944,Crimson Chest,Strategy,15.45
945,Legendary Booster,Racing,87.17
946,Shadow Token,RPG,33.01
947,Azure Upgrade,Shooter,52.77
948,Epic Pack,Adventure,19.63
949,Shadow Skin,RPG,26.03
950,Epic Pass,Racing,45.38
951,Mystic Skin,Casual,67.21
952,Crimson Gem,Shooter,19.75
953,Crimson Booster,Simulation,28.58
954,Mystic Gem,Sports,13.95
955,Mystic Gem,Strategy,43.17
956,Crimson Chest,Strategy,27.85
957,Shadow Bundle,RPG,26.63
958,Mystic Bundle,RPG,8.07
959,Crimson Booster,Casual,36.96
960,Solar Crate,Simulation,16.3
961,Crimson Pack,Adventure,12.29
962,Neon Gem,Puzzle,23.4
963,Azure Gem,Shooter,33.38
964,Epic Upgrade,Simulation,17.1
965,Void Gem,Shooter,23.88
966,Shadow Crate,Simulation,14.47
967,Epic Chest,Simulation,29.09
968,Neon Skin,Puzzle,22.29
969,Legendary Token,Simulation,16.85
970,Void Skin,Strategy,18.15
971,Legendary Booster,Casual,78.93
972,Shadow Token,RPG,17.6
973,Shadow Chest,Strategy,45.95
974,Shadow Booster,Sports,55.51
975,Legendary Booster,Strategy,37.78
976,Crimson Chest,RPG,29.08
977,Quantum Pack,Sports,14.57
978,Epic Token,RPG,18.68
979,Legendary Booster,Adventure,33.21
980,Shadow Gem,Racing,8.27
981,Void Upgrade,Adventure,38.22
982,Neon Upgrade,Simulation,47.35
983,Crimson Bundle,Puzzle,45.18
984,Shadow Pack,Puzzle,27.24
985,Quantum Pack,Sports,16.17
986,Quantum Token,Racing,35.62
987,Solar Booster,RPG,14.26
988,Quantum Pass,RPG,41.72
989,Void Bundle,Racing,27.55
990,Legendary Crate,Simulation,16.96
991,Solar Upgrade,RPG,54.64
992,Quantum Pack,Simulation,36.15
993,Legendary Pass,Sports,34.51
994,Legendary Pass,RPG,31.63
995,Neon Gem,Shooter,24.03
996,Shadow Upgrade,Strategy,25.46
997,Mystic Skin,RPG,27.84
998,Shadow Upgrade,Adventure,11.05
999,Void Chest,Adventure,19.37
1000,Quantum Crate,Puzzle,22.86
1001,Mystic Upgrade,Simulation,17.64
1002,Legendary Upgrade,Sports,35.83
1003,Quantum Chest,Strategy,60.77
1004,Solar Upgrade,Casual,20.83
1005,Epic Bundle,Casual,29.84
1006,Epic Upgrade,Puzzle,25.37
1007,Solar Gem,Simulation,29.59
1008,Epic Booster,Simulation,29.62
1009,Neon Upgrade,Shooter,36.2
1010,Solar Gem,Sports,39.04
1011,Epic Bundle,Shooter,57.9
1012,Void Skin,Racing,31.77
1013,Shadow Token,Strategy,11.39
1014,Quantum Booster,Strategy,79.64
1015,Solar Token,Casual,114.43
1016,Mystic Gem,Adventure,63.41
1017,Mystic Crate,Sports,24.38
1018,Epic Chest,Strategy,30.19
1019,Void Upgrade,Adventure,33.1
1020,Mystic Upgrade,Shooter,57.33
1021,Legendary Upgrade,Simulation,45.22
1022,Crimson Skin,Strategy,23.46
1023,Void Chest,Sports,43.49
1024,Void Chest,Racing,32.04
1025,Legendary Upgrade,Adventure,28.53
1026,Quantum Pack,Shooter,33.59
1027,Epic Upgrade,Strategy,31.36
1028,Epic Token,Casual,19.94
1029,Quantum Gem,Adventure,16.97
1030,Solar Token,Puzzle,23.2
1031,Void Gem,Casual,44.23
1032,Neon Booster,Casual,37.74
1033,Crimson Chest,Simulation,48.0
1034,Crimson Bundle,Adventure,21.31
1035,Solar Token,Sports,18.09
1036,Crimson Token,Strategy,30.12
1037,Legendary Upgrade,RPG,36.33
1038,Epic Pass,Casual,22.4
1039,Crimson Upgrade,Adventure,19.73
1040,Neon Pack,Racing,29.59
1041,Azure Pack,Sports,10.41
1042,Epic Crate,Shooter,9.77
1043,Quantum Skin,Sports,23.71
1044,Crimson Gem,Shooter,37.99
1045,Void Booster,Simulation,11.56
1046,Neon Gem,Shooter,25.04
1047,Azure Chest,Shooter,14.22
1048,Shadow Bundle,RPG,13.7
1049,Mystic Bundle,Shooter,20.14
1050,Epic Token,Simulation,48.08
1051,Void Gem,Casual,42.25
1052,Quantum Crate,Racing,7.21
1053,Shadow Booster,Shooter,6.72
1054,Quantum Chest,Strategy,40.2
1055,Shadow Gem,Sports,84.27
1056,Quantum Upgrade,RPG,18.86
1057,Legendary Skin,Simulation,19.54
1058,Shadow Pack,Puzzle,39.78
1059,Solar Pass,Racing,29.56
1060,Neon Crate,Adventure,41.54
1061,Shadow Pass,Strategy,25.89
1062,Epic Booster,Simulation,37.14
1063,Legendary Bundle,Shooter,22.48
1064,Epic Skin,Casual,27.03
1065,Crimson Skin,Puzzle,12.66
1066,Void Token,Sports,56.27
1067,Crimson Booster,Puzzle,41.15
1068,Quantum Gem,Adventure,17.48
1069,Shadow Pass,RPG,21.41
1070,Quantum Upgrade,Adventure,23.56
1071,Legendary Booster,Simulation,19.93
1072,Mystic Pack,Simulation,10.86
1073,Crimson Pack,Casual,27.67
1074,Neon Token,Shooter,10.31
1075,Crimson Booster,Simulation,44.17
1076,Solar Upgrade,Simulation,52.36
1077,Azure Token,Sports,24.37
1078,Azure Skin,Simulation,23.03
1079,Shadow Bundle,Casual,10.14
1080,Quantum Bundle,RPG,20.07
1081,Mystic Upgrade,Racing,9.96
1082,Epic Bundle,Strategy,35.01
1083,Quantum Skin,Strategy,15.88
1084,Azure Crate,Adventure,21.67
1085,Quantum Booster,Simulation,13.46
1086,Quantum Pass,Simulation,30.76
1087,Void Booster,Strategy,25.37
1088,Solar Crate,Adventure,8.14
1089,Epic Pass,Puzzle,5.71
1090,Shadow Crate,Sports,20.3
1091,Mystic Pass,Adventure,29.43
1092,Quantum Crate,RPG,23.01
1093,Crimson Upgrade,Puzzle,30.74
1094,Void Chest,Adventure,64.7
1095,Mystic Pack,Shooter,20.52
1096,Solar Token,Casual,53.99
1097,Shadow Crate,Strategy,17.68
1098,Epic Bundle,Strategy,19.45
1099,Void Pass,Racing,19.5
1100,Quantum Upgrade,Simulation,13.42
1101,Neon Pass,Strategy,41.27
1102,Azure Crate,Racing,43.82
1103,Void Bundle,Puzzle,7.05
1104,Crimson Pass,Shooter,13.99
1105,Mystic Booster,Simulation,52.16
1106,Azure Pass,Strategy,18.76
1107,Void Crate,Simulation,27.38
1108,Azure Gem,Adventure,18.88
1109,Crimson Bundle,Casual,12.91
1110,Neon Skin,Simulation,23.72
1111,Quantum Booster,Casual,8.63
1112,Epic Upgrade,RPG,18.21
1113,Solar Crate,Casual,43.25
1114,Crimson Bundle,Shooter,22.97
1115,Quantum Bundle,Casual,16.9
1116,Quantum Gem,Racing,14.17
1117,Neon Pass,Casual,31.32
1118,Azure Token,Simulation,49.36
1119,Legendary Bundle,Simulation,36.82
1120,Quantum Crate,Casual,24.27
1121,Solar Gem,Simulation,23.8
1122,Solar Upgrade,Sports,20.53
1123,Crimson Booster,Racing,8.3
1124,Shadow Crate,Strategy,16.49
1125,Epic Skin,Shooter,14.92
1126,Void Booster,Puzzle,16.32
1127,Crimson Chest,Simulation,35.52
1128,Void Gem,Shooter,26.68
1129,Void Pack,Sports,14.37
1130,Epic Bundle,Casual,43.01
1131,Legendary Bundle,Sports,71.86
1132,Solar Bundle,Strategy,35.96
1133,Void Crate,Racing,116.77
1134,Epic Crate,Adventure,25.33
1135,Mystic Gem,Racing,67.28
1136,Crimson Gem,Shooter,37.88
1137,Void Pass,Puzzle,66.97
1138,Epic Gem,Sports,18.38
1139,Mystic Bundle,Casual,19.77
1140,Epic Booster,Sports,35.87
1141,Void Bundle,Simulation,13.91
1142,Epic Gem,Racing,10.1
1143,Shadow Booster,RPG,7.62
1144,Void Gem,Racing,23.17
1145,Epic Gem,Racing,56.26
1146,Shadow Upgrade,Racing,33.09
1147,Crimson Token,RPG,13.62
1148,Quantum Upgrade,Shooter,17.91
1149,Shadow Pass,Shooter,22.48
1150,Shadow Skin,Puzzle,8.38
1151,Solar Pass,Puzzle,28.8
1152,Epic Pack,RPG,22.6
1153,Void Pass,Shooter,30.27
1154,Epic Token,Strategy,19.73
1155,Quantum Pass,RPG,18.44
1156,Solar Token,Puzzle,8.43
1157,Legendary Token,Casual,42.99
1158,Epic Skin,Shooter,25.32
1159,Mystic Skin,Puzzle,35.65
1160,Shadow Upgrade,Adventure,12.25
1161,Mystic Bundle,Adventure,40.97
1162,Shadow Gem,Strategy,34.23
1163,Mystic Booster,Shooter,17.62
1164,Shadow Bundle,Racing,53.33
1165,Epic Crate,Racing,13.04
1166,Epic Bundle,RPG,43.51
1167,Solar Pass,Sports,32.3
1168,Mystic Crate,Puzzle,23.28
1169,Crimson Bundle,Puzzle,37.28
1170,Mystic Bundle,Simulation,42.71
1171,Quantum Gem,Sports,32.68
1172,Quantum Pack,Simulation,45.86
1173,Solar Pass,RPG,8.23
1174,Quantum Chest,Simulation,21.56
1175,Quantum Pass,Shooter,21.64
1176,Neon Token,Casual,14.37
1177,Mystic Skin,Puzzle,36.99
1178,Azure Upgrade,Simulation,23.88
1179,Mystic Upgrade,Sports,18.01
1180,Epic Pack,Adventure,26.64
1181,Legendary Booster,Casual,56.22
1182,Neon Skin,Simulation,82.4
1183,Crimson Chest,Strategy,55.1
1184,Legendary Upgrade,Casual,14.42
1185,Neon Booster,Sports,14.95
1186,Quantum Gem,RPG,22.95
1187,Quantum Pass,Sports,31.08
1188,Quantum Token,Racing,39.48
1189,Shadow Pack,Adventure,27.72
1190,Shadow Token,Shooter,26.04
1191,Mystic Gem,Puzzle,36.58
1192,Epic Chest,Strategy,17.32
1193,Void Crate,Sports,37.0
1194,Azure Pack,Adventure,23.03
1195,Crimson Skin,Simulation,39.67
1196,Neon Upgrade,Shooter,8.31
1197,Epic Gem,Shooter,20.6
1198,Neon Booster,Adventure,26.12
1199,Shadow Bundle,Casual,55.83
1200,Epic Pack,Simulation,45.22
1201,Mystic Booster,Sports,18.09
1202,Crimson Booster,Simulation,43.79
1203,Solar Chest,Simulation,40.29
1204,Solar Token,Racing,34.44
1205,Solar Booster,Casual,17.61
1206,Shadow Gem,Strategy,36.9
1207,Legendary Bundle,Strategy,43.33
1208,Azure Upgrade,Strategy,34.87
1209,Void Pack,Strategy,16.59
1210,Mystic Upgrade,Racing,36.09
1211,Solar Pass,Adventure,50.63
1212,Solar Chest,Adventure,31.23
1213,Azure Token,RPG,40.48
1214,Crimson Pass,RPG,71.79
1215,Azure Booster,Racing,42.04
1216,Azure Pass,RPG,15.86
1217,Epic Booster,Strategy,26.68
1218,Mystic Gem,Puzzle,20.1
1219,Shadow Skin,RPG,27.22
1220,Shadow Crate,Casual,68.24
1221,Shadow Pass,Strategy,19.02
1222,Legendary Gem,Puzzle,11.47
1223,Mystic Chest,Puzzle,22.72
1224,Legendary Pass,Strategy,14.43
1225,Legendary Pass,RPG,22.46
1226,Quantum Gem,Simulation,22.43
1227,Azure Pack,Casual,35.58
1228,Shadow Chest,Strategy,13.94
1229,Mystic Booster,RPG,45.53
1230,Neon Token,Shooter,12.16
1231,Mystic Skin,Strategy,12.37
1232,Mystic Skin,Sports,21.19
1233,Crimson Upgrade,Sports,39.95
1234,Neon Token,Shooter,7.95
1235,Quantum Chest,Adventure,28.52
1236,Azure Pass,Shooter,24.23
1237,Void Skin,RPG,17.21
1238,Azure Token,Shooter,17.1
1239,Void Bundle,Racing,20.21
1240,Void Booster,Simulation,52.41
1241,Azure Chest,Simulation,78.4
1242,Azure Pass,Racing,18.04
1243,Quantum Pack,Racing,22.14
1244,Mystic Upgrade,Adventure,22.21
1245,Legendary Crate,Casual,32.46
1246,Void Gem,Strategy,66.76
1247,Neon Upgrade,Racing,18.84
1248,Void Token,Strategy,31.66
1249,Shadow Chest,Adventure,23.85
1250,Neon Gem,Puzzle,10.61
1251,Neon Booster,Simulation,45.11
1252,Legendary Token,Adventure,36.56
1253,Shadow Crate,Shooter,49.36
1254,Azure Chest,Casual,12.51
1255,Neon Gem,Casual,31.54
1256,Crimson Token,Shooter,41.62
1257,Neon Gem,Simulation,32.24
1258,Quantum Pack,Shooter,35.66
1259,Void Gem,Simulation,56.34
1260,Solar Chest,Casual,12.58
1261,Epic Gem,RPG,43.32
1262,Legendary Crate,RPG,24.18
1263,Crimson Pack,Sports,9.89
1264,Azure Upgrade,Sports,6.33
1265,Epic Pass,Shooter,17.04
1266,Quantum Crate,Puzzle,46.97
1267,Azure Skin,Racing,26.1
1268,Azure Upgrade,Puzzle,22.94
1269,Epic Gem,Simulation,34.67
1270,Crimson Chest,Adventure,26.87
1271,Crimson Crate,Sports,15.84
1272,Legendary Upgrade,Adventure,44.78
1273,Void Crate,Adventure,8.67
1274,Shadow Skin,Casual,54.25
1275,Mystic Gem,Adventure,9.29
1276,Legendary Token,Simulation,19.86
1277,Epic Crate,Adventure,11.26
1278,Void Token,Simulation,16.03
1279,Epic Crate,Simulation,13.05
1280,Mystic Token,Casual,40.71
1281,Shadow Bundle,Adventure,21.87
1282,Azure Chest,RPG,28.83
1283,Shadow Booster,Shooter,11.52
1284,Solar Bundle,RPG,17.27
1285,Void Booster,Strategy,42.98
1286,Azure Booster,Adventure,29.69
1287,Quantum Bundle,Racing,12.59
1288,Neon Gem,Sports,19.62
1289,Legendary Skin,Racing,27.75
1290,Neon Booster,RPG,77.1
1291,Void Crate,Strategy,48.54
1292,Azure Pack,Adventure,90.31
1293,Crimson Pack,Racing,33.39
1294,Mystic Pack,RPG,20.45
1295,Azure Crate,Simulation,38.84
1296,Legendary Crate,Racing,79.08
1297,Shadow Skin,Adventure,13.64
1298,Epic Skin,RPG,8.64
1299,Neon Bundle,RPG,7.11
1300,Void Pack,Puzzle,68.36
1301,Crimson Pass,RPG,42.01
1302,Azure Skin,Shooter,29.35
1303,Azure Pass,Strategy,17.41
1304,Void Token,Simulation,36.98
1305,Quantum Gem,Racing,30.86
1306,Crimson Token,RPG,23.12
1307,Void Pack,Sports,14.42
1308,Crimson Pass,Casual,17.4
1309,Azure Skin,Puzzle,41.3
1310,Crimson Token,Sports,22.59
1311,Azure Crate,Shooter,58.67
1312,Neon Gem,Shooter,44.37
1313,Legendary Chest,Simulation,16.69
1314,Epic Bundle,Adventure,18.73
1315,Legendary Booster,RPG,44.49
1316,Epic Booster,Adventure,49.38
1317,Solar Skin,Shooter,28.19
1318,Legendary Bundle,RPG,13.5
1319,Shadow Token,Casual,21.29
1320,Neon Pass,Sports,14.34
1321,Void Chest,Simulation,60.43
1322,Azure Pack,Adventure,26.78
1323,Azure Booster,Strategy,21.29
1324,Crimson Skin,Adventure,16.77
1325,Neon Booster,Shooter,6.86
1326,Crimson Pack,Racing,19.1
1327,Shadow Bundle,Simulation,24.72
1328,Mystic Chest,Racing,14.39
1329,Shadow Skin,Shooter,39.44
1330,Crimson Gem,Puzzle,12.08
1331,Solar Booster,Strategy,27.23
1332,Legendary Pass,RPG,34.28
1333,Mystic Skin,RPG,21.42
1334,Solar Booster,Casual,13.1
1335,Crimson Upgrade,Simulation,22.67
1336,Mystic Gem,Simulation,12.95
1337,Void Pack,Strategy,22.8
1338,Epic Crate,Puzzle,28.96
1339,Azure Booster,Sports,23.47
1340,Neon Bundle,Strategy,15.37
1341,Solar Skin,Strategy,17.43
1342,Void Upgrade,Simulation,61.91
1343,Quantum Pack,Casual,62.02
1344,Crimson Pack,Sports,20.64
1345,Neon Upgrade,Shooter,16.85
1346,Solar Pass,Puzzle,22.6
1347,Void Bundle,Adventure,11.64
1348,Shadow Pass,Sports,16.07
1349,Epic Pack,Shooter,40.46
1350,Solar Token,Sports,46.97
1351,Crimson Booster,Sports,48.28
1352,Solar Booster,Simulation,10.33
1353,Void Booster,Simulation,29.87
1354,Epic Upgrade,Shooter,29.58
1355,Legendary Crate,Puzzle,17.27
1356,Shadow Upgrade,Simulation,49.52
1357,Mystic Chest,Racing,90.74
1358,Void Upgrade,Adventure,20.71
1359,Quantum Skin,Racing,60.7
1360,Legendary Crate,Adventure,12.45
1361,Void Token,RPG,21.65
1362,Azure Gem,Puzzle,26.75
1363,Mystic Chest,Shooter,66.42
1364,Mystic Booster,Casual,10.73
1365,Quantum Pack,Sports,68.24
1366,Shadow Pass,Sports,9.66
1367,Void Pass,Simulation,43.56
1368,Shadow Pack,RPG,26.7
1369,Shadow Pass,Racing,49.19
1370,Neon Gem,Casual,26.14
1371,Crimson Token,Casual,28.21
1372,Shadow Crate,RPG,14.4
1373,Solar Upgrade,RPG,57.0
1374,Void Chest,Puzzle,20.81
1375,Epic Pack,Casual,64.01
1376,Void Booster,Adventure,23.83
1377,Neon Chest,Shooter,40.31
1378,Void Pass,Shooter,10.42
1379,Shadow Crate,Strategy,20.07
1380,Shadow Chest,RPG,18.33
1381,Mystic Booster,Sports,24.42
1382,Epic Gem,Racing,9.83
1383,Crimson Crate,Racing,27.7
1384,Quantum Bundle,Shooter,44.64
1385,Azure Token,Puzzle,47.38
1386,Crimson Pack,Strategy,36.72
1387,Neon Pass,Racing,15.29
1388,Neon Upgrade,Adventure,54.47
1389,Solar Upgrade,Puzzle,17.34
1390,Azure Token,RPG,44.94
1391,Legendary Bundle,Casual,21.46
1392,Shadow Booster,RPG,91.18
1393,Legendary Token,RPG,22.62
1394,Mystic Pass,Puzzle,23.7
1395,Epic Skin,Shooter,19.89
1396,Neon Gem,Racing,18.54
1397,Mystic Chest,Racing,20.31
1398,Solar Bundle,Simulation,22.07
1399,Quantum Skin,Sports,28.57
1400,Epic Skin,Simulation,12.35
1401,Shadow Skin,Simulation,120.85
1402,Crimson Booster,Casual,41.66
1403,Crimson Skin,Puzzle,24.82
1404,Mystic Token,Sports,10.93
1405,Mystic Crate,Casual,11.5
1406,Crimson Upgrade,Simulation,49.13
1407,Solar Pass,Adventure,30.87
1408,Legendary Crate,Simulation,9.48
1409,Mystic Skin,Strategy,18.29
1410,Void Pass,Casual,12.39
1411,Epic Bundle,Racing,47.92
1412,Legendary Booster,RPG,46.35
1413,Void Token,Shooter,25.94
1414,Solar Crate,Casual,23.87
1415,Legendary Upgrade,Shooter,47.39
1416,Crimson Pack,Puzzle,58.53
1417,Solar Crate,Puzzle,20.54
1418,Neon Chest,RPG,34.1
1419,Legendary Skin,Adventure,27.14
1420,Neon Gem,Sports,15.88
1421,Azure Token,Shooter,17.93
1422,Solar Pack,Shooter,14.81
1423,Epic Bundle,Puzzle,27.52
1424,Crimson Token,Simulation,23.58
1425,Quantum Bundle,RPG,29.04
1426,Neon Pass,Simulation,49.74
1427,Shadow Booster,Simulation,23.15
1428,Epic Bundle,Sports,55.64
1429,Neon Pass,Adventure,20.33
1430,Solar Chest,Simulation,23.38
1431,Mystic Pack,Strategy,29.55
1432,Neon Upgrade,Puzzle,43.83
1433,Azure Pass,Simulation,27.29
1434,Crimson Gem,Strategy,22.67
1435,Crimson Skin,Sports,42.74
1436,Legendary Bundle,Puzzle,14.02
1437,Epic Bundle,Sports,37.12
1438,Shadow Chest,Sports,35.29
1439,Void Skin,Racing,37.43
1440,Epic Booster,Strategy,42.18
1441,Shadow Pack,Simulation,30.47
1442,Crimson Booster,RPG,120.46
1443,Shadow Skin,Simulation,30.33
1444,Void Booster,Adventure,15.97
1445,Crimson Pass,Puzzle,24.25
1446,Quantum Pass,Racing,17.96
1447,Crimson Token,Adventure,18.36
1448,Crimson Booster,Simulation,18.8
1449,Quantum Skin,Sports,38.47
1450,Void Upgrade,RPG,9.49
1451,Azure Pack,Shooter,10.04
1452,Legendary Skin,Puzzle,11.56
1453,Solar Gem,Sports,22.49
1454,Neon Crate,RPG,9.87
1455,Mystic Chest,Racing,17.8
1456,Azure Chest,Simulation,53.05
1457,Quantum Pass,Racing,27.98
1458,Solar Chest,Simulation,12.77
1459,Neon Booster,Simulation,29.76
1460,Mystic Token,Sports,52.8
1461,Void Booster,Puzzle,24.9
1462,Epic Booster,Simulation,17.13
1463,Mystic Booster,RPG,23.8
1464,Void Pack,Casual,10.05
1465,Solar Booster,Strategy,12.82
1466,Quantum Pass,Strategy,16.54
1467,Quantum Gem,RPG,16.54
1468,Legendary Token,Shooter,20.08
1469,Void Booster,Casual,13.27
1470,Crimson Pack,Shooter,38.14
1471,Shadow Gem,Strategy,28.34
1472,Quantum Gem,Simulation,20.29
1473,Solar Token,Casual,24.65
1474,Crimson Crate,Sports,19.08
1475,Solar Chest,Simulation,10.23
1476,Void Bundle,Sports,17.7
1477,Quantum Crate,Racing,10.78
1478,Neon Token,Simulation,18.01
1479,Azure Crate,Racing,21.87
1480,Mystic Skin,Puzzle,13.34
1481,Solar Chest,Adventure,27.89
1482,Shadow Crate,Puzzle,42.56
1483,Quantum Pass,Adventure,76.9
1484,Void Token,Adventure,36.43
1485,Solar Gem,Sports,49.28
1486,Azure Pack,Simulation,22.21
1487,Legendary Pack,Casual,12.08
1488,Mystic Crate,Casual,11.91
1489,Azure Chest,RPG,21.28
1490,Solar Skin,Sports,22.4
1491,Void Chest,Sports,43.37
1492,Shadow Token,Shooter,18.15
1493,Void Chest,Sports,25.43
1494,Shadow Bundle,RPG,25.14
1495,Neon Token,Sports,10.84
1496,Solar Chest,Sports,31.32
1497,Solar Chest,Racing,14.21
1498,Azure Pass,Racing,15.86
1499,Mystic Booster,Racing,24.46
1500,Shadow Crate,Sports,16.23
1501,Neon Pack,Racing,44.34
1502,Crimson Crate,Casual,42.86
1503,Crimson Pack,Shooter,19.66
